,Movie Name,Genre,Country,Release Date,Percentage User score,Description,Movie link
7853,Shaft,"['Action', 'Adventure', 'Crime', 'Thriller']",US,2000-06-15,60,"New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.",https://www.themoviedb.org/movie/479-shaft
7854,AKA,['Action'],FR,2023-04-28,69,A steely special ops agent finds his morality put to the test when he infiltrates a crime syndicate and unexpectedly bonds with the boss' young son.,https://www.themoviedb.org/movie/1102776-aka
7855,Godzilla,"['Thriller', 'Horror', 'Science Fiction']",JP,1954-11-03,76,"Japan is thrown into a panic after several ships are sunk near Odo Island. An expedition to the island led by Dr. Yemani soon discover something far more devastating than imagined in the form of a 50 meter tall monster whom the natives call Gojira. Now the monster begins a rampage that threatens to destroy not only Japan, but the rest of the world as well.",https://www.themoviedb.org/movie/1678
7856,The Crowd,"['Drama', 'Romance']",US,1928-03-03,76,"John, an ambitious but undisciplined New York City office worker, meets and marries Mary. They start a family, struggle to cope with marital stress, financial setbacks, and tragedy, all while lost amid the anonymous, pitiless throngs of the big city.",https://www.themoviedb.org/movie/3061-the-crowd
7857,New Jack City,"['Thriller', 'Crime', 'Drama']",US,1991-03-08,66,"A gangster, Nino, is in the Cash Money Brothers, making a million dollars every week selling crack. A cop, Scotty, discovers that the only way to infiltrate the gang is to become a dealer himself.",https://www.themoviedb.org/movie/10952-new-jack-city
7858,Lovelace,['Drama'],US,2013-08-09,60,"Story of Linda Lovelace, who is used and abused by the porn industry at the behest of her coercive husband, before taking control of her life.",https://www.themoviedb.org/movie/77805-lovelace
7859,The Soccer Football Movie,"['Animation', 'Comedy', 'Family']",US,2022-11-09,58,"When mysterious green slime monsters start popping out of soccer balls, all-star athletes Zlatan Ibrahimović and Megan Rapinoe must team up with their four biggest fans to stop evil scientist ""Weird Al"" Yankovic from stealing their talent.",https://www.themoviedb.org/movie/1037858-the-soccer-football-movie
7860,Melissa P.,['Drama'],IT,2005-11-18,46,"An adolescent girl, living with her mother and her grandmother, will have her first sexual experiences in a heavy and excessive way.",https://www.themoviedb.org/movie/13461-melissa-p
7861,Pride,"['Drama', 'Comedy']",GB,2014-09-12,77,"In 1984, a group of LGBT activists decide to raise money to support the National Union of Mineworkers during their lengthy strike. There is only one problem: the Union seems embarrassed to receive their support.",https://www.themoviedb.org/movie/234200-pride
7862,Tangled: Before Ever After,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'TV Movie']",US,2017-03-10,68,"Rapunzel grapples with the responsibilities of being a princess and the overprotective ways of her father. While she wholeheartedly loves Eugene, Rapunzel does not share his immediate desire to get married and settle down within the castle walls. Determined to live life on her own terms, she and her tough-as-nails Lady-in-Waiting Cassandra embark on a secret adventure where they encounter mystical rocks that magically cause Rapunzel's long blonde hair to grow back. Impossible to break and difficult to hide, Rapunzel must learn to embrace her hair and all that it represents.",https://www.themoviedb.org/movie/438747-tangled-before-ever-after
7863,Siberia,"['Crime', 'Romance', 'Thriller']",US,2018-07-13,47,"Lucas, a diamond trader who travels to Saint Petersburg to arrange a sale, discovers that his Russian business partner has left his hotel and gone to a small Siberian village, so Lucas also heads there to try find him.",https://www.themoviedb.org/movie/438689-siberia
7864,Boomerang,"['Comedy', 'Romance']",US,1992-06-30,57,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.",https://www.themoviedb.org/movie/11066-boomerang
7865,Demon Slayer: Kimetsu no Yaiba Sibling's Bond,"['Action', 'Animation', 'Fantasy']",JP,2019-03-29,79,"Tanjiro finds his family slaughtered and the lone survivor, his sister Nezuko Kamado, turned into a Demon. To his surprise, however, Nezuko still shows signs of human emotion and thought. Thus begins Tanjiro's journey to seek out the Demon who killed their family and turn his sister human again. A recap film of Kimetsu no Yaiba, covering episodes 1-5 with extra footage.",https://www.themoviedb.org/movie/820232
7866,The Man Who Killed Don Quixote,"['Adventure', 'Comedy']",GB,2020-01-31,68,"Toby, a cynical film director finds himself trapped in the outrageous delusions of an old Spanish shoe-maker who believes himself to be Don Quixote. In the course of their comic and increasingly surreal adventures, Toby is forced to confront the tragic repercussions of a film he made in his idealistic youth.",https://www.themoviedb.org/movie/297725-the-man-who-killed-don-quixote
7867,Rurouni Kenshin Part II: Kyoto Inferno,"['Action', 'Adventure', 'Drama', 'Fantasy']",JP,2014-08-01,76,"Kenshin has settled into his new life with Kaoru and his other friends when he is approached with a request from the Meiji government. Makoto Shishio, a former assassin like Kenshin, was betrayed, set on fire and left for dead. He survived, and is now in Kyoto, plotting with his gathered warriors to overthrow the new government. Against Kaoru's wishes, Kenshin reluctantly agrees to go to Kyoto and help keep his country from falling back into civil war.",https://www.themoviedb.org/movie/221731
7868,Courage Under Fire,"['Drama', 'Thriller', 'Mystery', 'War']",US,1996-07-04,65,"A US Army officer, who made a ""friendly fire"" mistake that was covered up, has been reassigned to a desk job. He is tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor. At first all seems in order. But then he begins to notice inconsistencies between the testimonies of the witnesses...",https://www.themoviedb.org/movie/10684-courage-under-fire
7869,The Lovely Bones,"['Fantasy', 'Drama']",US,2010-01-15,71,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",https://www.themoviedb.org/movie/7980-the-lovely-bones
7870,Vivo,"['Animation', 'Family', 'Comedy']",US,2021-07-30,73,A music-loving kinkajou named Vivo embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,https://www.themoviedb.org/movie/449406-vivo
7871,The Grey,"['Drama', 'Thriller', 'Action', 'Adventure']",US,2012-01-27,66,"Following a grueling five-week shift at an Alaskan oil refinery, workers led by sharpshooter John Ottway are flying home for a much-needed vacation. But a brutal storm causes their plane to crash in the frozen wilderness, and only eight men, including Ottway, survive. As they trek southward toward civilization and safety, Ottway and his companions must battle mortal injuries, the icy elements, and a pack of hungry wolves.",https://www.themoviedb.org/movie/75174-the-grey
7872,I Know What You Did Last Summer,"['Horror', 'Thriller', 'Mystery']",US,1997-10-17,60,"After an accident on a winding road, four teens make the fatal mistake of dumping their victim's body into the sea. Exactly one year later, the deadly secret resurfaces as they're stalked by a hook-handed figure.",https://www.themoviedb.org/movie/3597-i-know-what-you-did-last-summer
7873,Sister's Younger Husband,"['Comedy', 'Drama', 'Romance']",KR,2016-10-11,56,"A sexy brother-in-law approached her? And he’s a younger man?  Mi-yeon, who was adopted into her family when she was little, is living with her older sister, Si-yeon and Si-yeon’s husband. Mi-yeon’s desire towards her brother-in-law grows more and more every night when she gets to watch the affectionate interaction between her older sister and the brother-in-law. One day, Mi-yeon seduces her brother-in-law and the two end up crossing the line when they should not have. As the situation goes on, Mi-yeon finds out her older sister is also having affairs outside the marriage. Mi-yeon tries to clear up the relationship with her brother-in-law out of guilty feeling. However, she hears something shocking from the brother-in-law.",https://www.themoviedb.org/movie/418827
7874,Rush Hour,"['Action', 'Comedy', 'Crime']",US,1998-09-18,70,"When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and investigate the case themselves.",https://www.themoviedb.org/movie/2109-rush-hour
7875,The Ritual Killer,"['Mystery', 'Thriller', 'Action', 'Drama']",US,2023-03-10,59,"Unable to process the death of his daughter, Detective Boyd embarks on a hunt for a serial killer who murders according to a brutal tribal ritual: Muti. The only person who can help Boyd is Professor Mackles, an anthropologist who hides an unspeakable secret. The line between sanity and madness thins as Boyd goes deeper into the killer’s world.",https://www.themoviedb.org/movie/862552-the-ritual-killer
7876,Gor,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",US,1987-05-09,37,"American professor Tarl Cabot is transported via a magical ring to planet Gor, where he must help an oppressed country overthrow its evil king and his barbarian henchmen.",https://www.themoviedb.org/movie/86337-gor
7877,Desert Hearts,"['Drama', 'Romance']",US,1985-10-01,70,"While waiting for her divorce papers, a repressed literature professor finds herself unexpectedly attracted by a carefree, spirited young woman named Cay.",https://www.themoviedb.org/movie/294-desert-hearts
7878,Pokémon the Movie: Hoopa and the Clash of Ages,"['Family', 'Adventure', 'Animation', 'Action', 'Fantasy']",JP,2015-07-18,68,"Ash, Pikachu, and their friends come to a desert city by the sea. Here they meet the Mythical Pokémon Hoopa, which has the ability to summon things—including people and Pokémon—through its magic rings. After a scary incident, they learn of a story about a brave hero who stopped the rampage of a terrifying Pokémon long ago. Now, the threat that has been bottled up for years is in danger of breaking loose again.",https://www.themoviedb.org/movie/350499-xy
